DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2002,80.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2003,80.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2004,80.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2005,80.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2006,81.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2007,81.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2008,81.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2009,81.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2010,82.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2011,82.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2012,82.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2013,82.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2014,83.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2015,82.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2016,83.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2017,83.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2018,83.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2019,83.6,b
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2020,82.3,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,IT,2021,82.9,e
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1968,74.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1969,74.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1970,74.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1971,74.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1972,74.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1973,74.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1974,75.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1975,75.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1976,75.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1977,75.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1978,75.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1979,75.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1980,75.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1981,76.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1982,76.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1983,76.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1984,76.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1985,76.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1986,77.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1987,77.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1988,77.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1989,77.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1990,77.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1991,77.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1992,78.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1993,78.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1994,78.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1995,79.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1996,79.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1997,79.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1998,79.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,1999,79.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2000,79.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2001,79.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2002,80.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2003,80.3,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2004,80.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2005,80.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2006,81.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2007,81.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2008,81.3,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2009,81.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2010,81.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2011,81.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2012,81.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2013,82.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2014,82.3,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2015,82.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2016,82.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2017,82.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2018,82.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2019,83.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2020,82.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,T,Y_LT1,SE,2021,83.2,e
