DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1984,73.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1985,73.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1986,74.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1987,74.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1988,74.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1989,74.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1990,74.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1991,75.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1992,75.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1993,75.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1994,76.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1995,76.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1996,76.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1997,76.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1998,76.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,1999,77.1,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2000,77.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2001,77.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2002,77.7,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2003,78.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2004,78.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2005,78.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2006,78.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2007,79.0,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2008,79.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2009,79.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2010,79.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2011,79.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2012,79.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2013,80.2,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2014,80.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2015,80.4,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2016,80.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2017,80.8,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2018,80.9,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2019,81.5,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2020,80.6,
ESTAT:DEMO_MLEXPEC(1.0),05/05/22 23:00:00,A,YR,M,Y_LT1,SE,2021,81.4,e
