DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y20,T,TR,1966,840278,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y20,T,TR,2020,1353014,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y21,T,TR,1966,356538,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y21,T,TR,2020,1348186,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y22,T,TR,1966,444732,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y22,T,TR,2020,1340792,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y23,T,TR,1966,392829,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y23,T,TR,2020,1296935,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y24,T,TR,1966,357376,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y24,T,TR,2020,1285151,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y25,T,TR,1966,836612,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y25,T,TR,2020,1322939,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y26,T,TR,1966,349776,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y26,T,TR,2020,1292369,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y27,T,TR,1966,345986,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y27,T,TR,2020,1250582,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y28,T,TR,1966,398563,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y28,T,TR,2020,1249439,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y29,T,TR,1966,251675,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y29,T,TR,2020,1251982,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y3,T,TR,1966,1022115,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y3,T,TR,2020,1315616,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y30,T,TR,1966,909375,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y30,T,TR,2020,1274668,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y31,T,TR,1966,262473,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y31,T,TR,2020,1273455,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y32,T,TR,1966,408079,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y32,T,TR,2020,1268269,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y33,T,TR,1966,345839,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y33,T,TR,2020,1278223,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y34,T,TR,1966,284537,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y34,T,TR,2020,1268402,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y35,T,TR,1966,808931,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y35,T,TR,2020,1280018,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y36,T,TR,1966,294951,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y36,T,TR,2020,1258128,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y37,T,TR,1966,274417,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y37,T,TR,2020,1283935,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y38,T,TR,1966,343246,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y38,T,TR,2020,1407372,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y39,T,TR,1966,223358,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y39,T,TR,2020,1355390,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y4,T,TR,1966,1031645,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y4,T,TR,2020,1333387,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y40,T,TR,1966,722963,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y40,T,TR,2020,1298198,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y41,T,TR,1966,186396,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y41,T,TR,2020,1259143,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y42,T,TR,1966,212838,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y42,T,TR,2020,1217467,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y43,T,TR,1966,172863,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y43,T,TR,2020,1124464,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y44,T,TR,1966,135000,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y44,T,TR,2020,1068112,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y45,T,TR,1966,449144,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y45,T,TR,2020,1196836,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y46,T,TR,1966,124963,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y46,T,TR,2020,1163484,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y47,T,TR,1966,102237,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y47,T,TR,2020,1107832,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y48,T,TR,1966,138371,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y48,T,TR,2020,1046064,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y49,T,TR,1966,99822,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y49,T,TR,2020,1019343,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y5,T,TR,1966,1082251,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y5,T,TR,2020,1349589,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y50,T,TR,1966,570185,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y50,T,TR,2020,986937,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y51,T,TR,1966,130870,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y51,T,TR,2020,913610,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y52,T,TR,1966,161922,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y52,T,TR,2020,797038,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y53,T,TR,1966,138521,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y53,T,TR,2020,887525,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y54,T,TR,1966,128149,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y54,T,TR,2020,1090263,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y55,T,TR,1966,400750,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y55,T,TR,2020,1017186,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y56,T,TR,1966,140626,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y56,T,TR,2020,883566,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y57,T,TR,1966,115597,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y57,T,TR,2020,862603,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y58,T,TR,1966,124663,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y58,T,TR,2020,752979,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y59,T,TR,1966,79359,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y59,T,TR,2020,873663,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y6,T,TR,1966,944844,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y6,T,TR,2020,1297385,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y60,T,TR,1966,547934,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y60,T,TR,2020,790397,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y61,T,TR,1966,100175,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y61,T,TR,2020,664751,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y62,T,TR,1966,110772,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y62,T,TR,2020,589976,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y63,T,TR,1966,104598,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y63,T,TR,2020,695420,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y64,T,TR,1966,82180,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y64,T,TR,2020,814225,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y65,T,TR,1966,299774,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y65,T,TR,2020,658494,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y66,T,TR,1966,74358,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y66,T,TR,2020,564831,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y67,T,TR,1966,63630,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y67,T,TR,2020,524704,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y68,T,TR,1966,61290,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y68,T,TR,2020,431786,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y69,T,TR,1966,39074,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y69,T,TR,2020,542857,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y7,T,TR,1966,952950,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y7,T,TR,2020,1295822,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y70,T,TR,1966,246417,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y70,T,TR,2020,514119,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y71,T,TR,1966,40043,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y71,T,TR,2020,429744,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y72,T,TR,1966,40350,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y72,T,TR,2020,384042,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y73,T,TR,1966,30232,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y73,T,TR,2020,329113,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y74,T,TR,1966,22812,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y74,T,TR,2020,359895,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y75,T,TR,1966,89675,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y75,T,TR,2020,309563,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y76,T,TR,1966,24211,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y76,T,TR,2020,266803,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y77,T,TR,1966,14671,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y77,T,TR,2020,273739,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y78,T,TR,1966,20171,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y78,T,TR,2020,220856,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y79,T,TR,1966,10254,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y79,T,TR,2020,237338,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y8,T,TR,1966,972035,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y8,T,TR,2020,1252767,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y80,T,TR,1966,84672,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y80,T,TR,2020,207070,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y81,T,TR,1966,11305,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y81,T,TR,2020,194011,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y82,T,TR,1966,11409,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y82,T,TR,2020,165359,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y83,T,TR,1966,7363,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y83,T,TR,2020,139577,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y84,T,TR,1966,5605,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y84,T,TR,2020,111713,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y85,T,TR,2020,121960,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y86,T,TR,2020,135442,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y87,T,TR,2020,101978,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y88,T,TR,2020,72175,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y89,T,TR,2020,65855,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y9,T,TR,1966,704215,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y9,T,TR,2020,1265476,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y90,T,TR,2020,48188,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y91,T,TR,2020,38208,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y92,T,TR,2020,29595,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y93,T,TR,2020,23725,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y94,T,TR,2020,14666,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y95,T,TR,2020,11783,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y96,T,TR,2020,6364,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y97,T,TR,2020,4728,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y98,T,TR,2020,2816,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y99,T,TR,2020,2063,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y_LT1,T,TR,1966,809687,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y_LT1,T,TR,2020,1152226,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y_OPEN,T,TR,1966,76850,
ESTAT:DEMO_PJAN(1.0),24/03/22 23:00:00,A,NR,Y_OPEN,T,TR,2020,5567,
